Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas887      Pavarde887     9     	1     	4     	9     	2     	5     	7     	10    	9     	9     	6     	8     	9     	7     	7     	5     	
Vardas888      Pavarde888     10    	9     	2     	9     	3     	3     	3     	5     	8     	10    	8     	8     	9     	8     	10    	4     	
Vardas889      Pavarde889     6     	10    	5     	1     	8     	7     	10    	10    	2     	6     	2     	5     	3     	7     	2     	5     	
Vardas890      Pavarde890     8     	7     	2     	8     	6     	7     	2     	4     	1     	3     	4     	1     	8     	7     	6     	5     	
Vardas891      Pavarde891     8     	3     	3     	1     	1     	10    	9     	6     	9     	8     	9     	7     	10    	5     	3     	4     	
Vardas892      Pavarde892     7     	2     	6     	9     	3     	3     	7     	5     	8     	10    	1     	6     	3     	4     	3     	3     	
Vardas893      Pavarde893     6     	7     	4     	4     	10    	3     	10    	10    	1     	4     	8     	3     	5     	4     	4     	10    	
Vardas894      Pavarde894     3     	8     	2     	6     	6     	5     	2     	9     	4     	2     	10    	10    	5     	8     	2     	9     	
Vardas895      Pavarde895     8     	1     	2     	2     	8     	6     	8     	1     	10    	5     	3     	5     	9     	1     	6     	9     	
Vardas896      Pavarde896     5     	10    	6     	6     	3     	10    	10    	10    	9     	10    	5     	6     	9     	4     	5     	4     	
Vardas897      Pavarde897     3     	6     	4     	8     	8     	3     	10    	5     	2     	1     	5     	1     	7     	2     	1     	7     	
Vardas898      Pavarde898     3     	1     	1     	5     	2     	2     	8     	7     	3     	2     	2     	6     	3     	9     	1     	3     	
Vardas899      Pavarde899     5     	8     	3     	2     	2     	5     	8     	8     	2     	4     	5     	10    	9     	5     	8     	1     	
Vardas900      Pavarde900     9     	2     	2     	3     	4     	4     	7     	5     	1     	6     	9     	10    	9     	5     	3     	1     	
Vardas901      Pavarde901     6     	2     	8     	10    	4     	6     	1     	8     	2     	9     	10    	7     	5     	4     	4     	9     	
Vardas902      Pavarde902     9     	4     	9     	3     	5     	3     	9     	2     	9     	10    	9     	4     	8     	10    	6     	10    	
Vardas903      Pavarde903     3     	3     	1     	4     	9     	5     	3     	7     	6     	5     	3     	3     	5     	5     	6     	9     	
Vardas904      Pavarde904     9     	1     	10    	9     	9     	1     	4     	5     	6     	3     	6     	2     	5     	2     	3     	7     	
Vardas905      Pavarde905     9     	1     	3     	1     	1     	8     	2     	5     	4     	6     	1     	7     	6     	2     	7     	1     	
Vardas906      Pavarde906     10    	10    	7     	7     	2     	3     	7     	5     	6     	4     	1     	1     	3     	8     	9     	1     	
Vardas907      Pavarde907     4     	4     	9     	8     	8     	1     	3     	4     	10    	10    	6     	7     	4     	3     	10    	2     	
Vardas908      Pavarde908     9     	7     	2     	9     	7     	2     	8     	9     	8     	1     	10    	8     	6     	6     	6     	3     	
Vardas909      Pavarde909     4     	5     	8     	3     	5     	6     	9     	9     	9     	5     	3     	4     	2     	8     	1     	1     	
Vardas910      Pavarde910     4     	1     	5     	9     	4     	3     	7     	10    	2     	6     	9     	7     	3     	1     	4     	5     	
Vardas911      Pavarde911     7     	9     	10    	8     	7     	5     	8     	1     	1     	1     	1     	9     	2     	2     	4     	6     	
Vardas912      Pavarde912     1     	4     	2     	3     	7     	10    	7     	7     	3     	7     	6     	9     	4     	5     	4     	3     	
Vardas913      Pavarde913     7     	10    	5     	3     	1     	10    	7     	5     	4     	3     	10    	3     	3     	5     	9     	6     	
Vardas914      Pavarde914     6     	10    	9     	7     	8     	4     	7     	1     	9     	2     	5     	2     	5     	6     	4     	7     	
Vardas915      Pavarde915     1     	10    	8     	5     	1     	10    	9     	10    	3     	2     	8     	5     	6     	2     	3     	6     	
Vardas916      Pavarde916     10    	10    	4     	9     	7     	1     	5     	6     	1     	4     	2     	8     	3     	10    	4     	3     	
Vardas917      Pavarde917     4     	8     	8     	7     	6     	9     	6     	4     	9     	5     	7     	4     	5     	4     	6     	3     	
Vardas918      Pavarde918     1     	8     	10    	1     	4     	7     	3     	10    	1     	10    	3     	5     	2     	8     	8     	4     	
Vardas919      Pavarde919     5     	1     	10    	1     	2     	5     	10    	8     	4     	9     	7     	5     	7     	2     	3     	1     	
Vardas920      Pavarde920     6     	10    	8     	7     	7     	7     	10    	5     	9     	1     	3     	10    	9     	10    	7     	9     	
Vardas921      Pavarde921     3     	5     	8     	4     	7     	5     	2     	3     	2     	1     	4     	8     	1     	10    	3     	7     	
Vardas922      Pavarde922     5     	6     	2     	1     	2     	10    	10    	8     	7     	9     	2     	1     	7     	2     	5     	2     	
Vardas923      Pavarde923     3     	10    	10    	5     	3     	8     	9     	1     	4     	10    	5     	7     	6     	9     	3     	4     	
Vardas924      Pavarde924     9     	6     	3     	1     	5     	10    	7     	2     	2     	8     	10    	5     	8     	2     	8     	4     	
Vardas925      Pavarde925     2     	4     	8     	3     	5     	9     	3     	1     	9     	7     	2     	3     	10    	7     	4     	4     	
Vardas926      Pavarde926     6     	4     	5     	10    	10    	3     	6     	5     	10    	7     	5     	2     	6     	5     	10    	4     	
Vardas927      Pavarde927     7     	4     	2     	3     	8     	7     	5     	1     	4     	5     	6     	5     	5     	7     	4     	6     	
Vardas928      Pavarde928     2     	2     	8     	4     	3     	6     	7     	6     	9     	2     	5     	10    	5     	4     	1     	3     	
Vardas929      Pavarde929     9     	3     	3     	4     	7     	3     	8     	1     	5     	8     	2     	3     	2     	9     	7     	7     	
Vardas930      Pavarde930     3     	10    	2     	10    	7     	9     	3     	4     	7     	4     	5     	2     	10    	5     	8     	9     	
Vardas931      Pavarde931     8     	6     	8     	10    	7     	8     	3     	7     	10    	6     	3     	1     	4     	2     	6     	3     	
Vardas932      Pavarde932     9     	3     	10    	7     	6     	2     	9     	3     	8     	9     	4     	7     	9     	6     	8     	5     	
Vardas933      Pavarde933     3     	6     	2     	2     	6     	3     	1     	4     	10    	9     	10    	9     	6     	8     	7     	10    	
Vardas934      Pavarde934     9     	9     	7     	10    	3     	2     	6     	5     	3     	10    	2     	5     	4     	5     	10    	6     	
Vardas935      Pavarde935     9     	2     	7     	1     	6     	5     	9     	8     	4     	2     	8     	5     	2     	4     	6     	3     	
Vardas936      Pavarde936     9     	3     	3     	5     	5     	9     	9     	10    	8     	1     	7     	1     	10    	10    	6     	4     	
Vardas937      Pavarde937     4     	5     	4     	4     	4     	4     	4     	5     	2     	3     	5     	8     	6     	10    	4     	7     	
Vardas938      Pavarde938     7     	8     	2     	9     	10    	7     	7     	5     	10    	10    	10    	6     	9     	4     	8     	9     	
Vardas939      Pavarde939     4     	1     	6     	10    	2     	6     	10    	3     	1     	3     	10    	10    	6     	9     	5     	7     	
Vardas940      Pavarde940     2     	4     	10    	1     	3     	6     	5     	5     	10    	9     	6     	9     	10    	6     	1     	4     	
Vardas941      Pavarde941     7     	3     	6     	6     	6     	3     	8     	3     	8     	8     	5     	5     	10    	1     	5     	10    	
Vardas942      Pavarde942     4     	4     	5     	4     	4     	4     	4     	6     	9     	4     	1     	2     	1     	9     	3     	10    	
Vardas943      Pavarde943     1     	5     	9     	2     	10    	6     	6     	8     	6     	3     	3     	9     	1     	3     	8     	7     	
Vardas944      Pavarde944     7     	4     	1     	8     	9     	10    	1     	6     	5     	9     	9     	10    	4     	5     	1     	2     	
Vardas945      Pavarde945     1     	6     	3     	2     	10    	4     	1     	5     	9     	7     	10    	1     	4     	4     	2     	3     	
Vardas946      Pavarde946     5     	1     	8     	8     	1     	8     	4     	10    	7     	4     	9     	3     	1     	9     	10    	4     	
Vardas947      Pavarde947     2     	5     	10    	9     	5     	3     	4     	7     	9     	3     	4     	5     	10    	10    	4     	9     	
Vardas948      Pavarde948     3     	1     	10    	1     	3     	3     	6     	5     	7     	6     	1     	3     	10    	7     	4     	2     	
Vardas949      Pavarde949     5     	9     	6     	6     	10    	5     	4     	1     	10    	3     	8     	4     	1     	7     	4     	10    	
Vardas950      Pavarde950     2     	2     	7     	8     	9     	2     	7     	6     	9     	6     	6     	7     	4     	3     	9     	4     	
Vardas951      Pavarde951     5     	9     	6     	2     	4     	4     	3     	10    	8     	7     	4     	6     	1     	7     	10    	5     	
Vardas952      Pavarde952     2     	5     	7     	10    	7     	3     	5     	5     	10    	8     	2     	8     	7     	8     	4     	2     	
Vardas953      Pavarde953     5     	5     	8     	7     	8     	4     	8     	5     	3     	7     	8     	9     	8     	10    	6     	9     	
Vardas954      Pavarde954     5     	9     	2     	1     	1     	6     	6     	1     	4     	9     	8     	6     	8     	3     	1     	3     	
Vardas955      Pavarde955     10    	7     	4     	2     	10    	8     	9     	8     	1     	2     	10    	2     	8     	10    	9     	3     	
Vardas956      Pavarde956     2     	10    	8     	4     	1     	5     	10    	6     	6     	8     	7     	3     	10    	5     	4     	7     	
Vardas957      Pavarde957     8     	9     	4     	2     	9     	9     	6     	8     	8     	1     	10    	8     	9     	10    	3     	10    	
Vardas958      Pavarde958     8     	8     	2     	4     	5     	2     	4     	6     	8     	1     	2     	5     	6     	2     	3     	4     	
Vardas959      Pavarde959     4     	9     	4     	6     	7     	6     	1     	6     	2     	6     	8     	9     	5     	7     	6     	2     	
Vardas960      Pavarde960     2     	2     	1     	9     	7     	1     	3     	2     	1     	3     	4     	7     	6     	5     	6     	6     	
Vardas961      Pavarde961     4     	6     	6     	5     	7     	2     	6     	9     	3     	9     	4     	6     	10    	7     	1     	1     	
Vardas962      Pavarde962     5     	9     	4     	2     	1     	7     	1     	4     	5     	10    	3     	4     	10    	6     	9     	4     	
Vardas963      Pavarde963     5     	2     	10    	1     	2     	4     	8     	3     	10    	3     	6     	4     	2     	5     	3     	3     	
Vardas964      Pavarde964     8     	4     	8     	3     	7     	5     	8     	8     	2     	7     	5     	4     	5     	1     	9     	10    	
Vardas965      Pavarde965     3     	6     	6     	3     	7     	6     	7     	9     	8     	3     	5     	8     	3     	5     	1     	10    	
Vardas966      Pavarde966     6     	4     	3     	5     	4     	7     	5     	9     	2     	4     	4     	8     	7     	10    	4     	9     	
Vardas967      Pavarde967     10    	6     	10    	2     	3     	3     	4     	7     	9     	2     	10    	3     	1     	6     	10    	5     	
Vardas968      Pavarde968     7     	4     	3     	9     	4     	6     	3     	10    	6     	8     	9     	8     	10    	10    	7     	2     	
Vardas969      Pavarde969     3     	7     	8     	10    	9     	9     	6     	9     	9     	4     	6     	10    	1     	5     	10    	4     	
Vardas970      Pavarde970     10    	8     	8     	6     	4     	7     	2     	4     	4     	7     	7     	3     	10    	8     	2     	3     	
Vardas971      Pavarde971     1     	3     	3     	3     	10    	7     	5     	9     	8     	4     	3     	1     	6     	9     	4     	3     	
Vardas972      Pavarde972     6     	10    	10    	5     	4     	3     	3     	8     	4     	3     	4     	9     	1     	3     	3     	10    	
Vardas973      Pavarde973     8     	5     	4     	4     	2     	2     	4     	6     	6     	8     	9     	3     	6     	4     	8     	7     	
Vardas974      Pavarde974     6     	6     	5     	8     	10    	10    	10    	3     	4     	7     	1     	6     	10    	1     	4     	4     	
Vardas975      Pavarde975     5     	9     	9     	3     	5     	1     	10    	8     	5     	6     	7     	9     	10    	9     	2     	3     	
Vardas976      Pavarde976     6     	9     	10    	2     	9     	6     	5     	6     	6     	1     	7     	3     	1     	8     	1     	7     	
Vardas977      Pavarde977     3     	10    	7     	7     	4     	8     	5     	9     	3     	8     	3     	4     	5     	1     	3     	9     	
Vardas978      Pavarde978     7     	4     	10    	5     	2     	8     	1     	8     	4     	8     	10    	10    	3     	1     	3     	9     	
Vardas979      Pavarde979     7     	5     	6     	3     	9     	6     	10    	6     	3     	3     	7     	6     	9     	1     	6     	2     	
Vardas980      Pavarde980     1     	4     	3     	7     	6     	2     	2     	10    	2     	9     	1     	8     	6     	7     	4     	6     	
Vardas981      Pavarde981     7     	1     	3     	7     	1     	10    	10    	7     	9     	9     	5     	7     	2     	2     	9     	1     	
Vardas982      Pavarde982     3     	9     	6     	1     	7     	6     	8     	8     	6     	2     	4     	7     	4     	8     	7     	2     	
Vardas983      Pavarde983     2     	7     	4     	3     	1     	9     	10    	1     	4     	8     	9     	9     	1     	10    	7     	9     	
Vardas984      Pavarde984     2     	1     	2     	7     	3     	10    	2     	8     	3     	1     	2     	1     	4     	2     	2     	8     	
Vardas985      Pavarde985     2     	7     	2     	8     	1     	5     	2     	1     	9     	2     	2     	4     	8     	1     	4     	1     	
Vardas986      Pavarde986     10    	7     	4     	9     	8     	6     	6     	2     	1     	10    	4     	5     	4     	6     	10    	4     	
Vardas987      Pavarde987     10    	5     	10    	4     	4     	7     	8     	7     	7     	5     	3     	8     	7     	1     	6     	3     	
Vardas988      Pavarde988     2     	10    	3     	1     	1     	3     	9     	6     	5     	6     	3     	6     	7     	1     	6     	1     	
Vardas989      Pavarde989     4     	5     	7     	7     	7     	3     	4     	3     	1     	5     	6     	9     	9     	6     	9     	7     	
Vardas990      Pavarde990     8     	5     	9     	8     	4     	3     	5     	9     	3     	6     	5     	2     	8     	7     	7     	6     	
Vardas991      Pavarde991     5     	3     	4     	4     	7     	6     	7     	1     	5     	8     	8     	5     	10    	8     	8     	3     	
Vardas992      Pavarde992     1     	5     	8     	8     	4     	4     	4     	9     	9     	2     	9     	1     	9     	7     	10    	3     	
Vardas993      Pavarde993     7     	2     	8     	5     	8     	4     	1     	5     	9     	4     	4     	2     	6     	7     	6     	7     	
Vardas994      Pavarde994     6     	3     	3     	2     	1     	10    	8     	2     	3     	9     	10    	3     	2     	7     	10    	4     	
Vardas995      Pavarde995     6     	10    	10    	3     	8     	8     	1     	4     	10    	2     	5     	4     	4     	4     	9     	9     	
Vardas996      Pavarde996     10    	8     	10    	10    	10    	3     	10    	2     	8     	9     	2     	7     	7     	7     	7     	6     	
Vardas997      Pavarde997     10    	4     	9     	7     	1     	5     	2     	4     	2     	2     	5     	5     	8     	2     	9     	2     	
Vardas998      Pavarde998     10    	10    	9     	10    	9     	2     	2     	3     	2     	10    	4     	2     	3     	8     	3     	8     	
Vardas999      Pavarde999     2     	9     	10    	5     	2     	6     	4     	5     	1     	1     	7     	9     	6     	9     	8     	1     	
Vardas1000     Pavarde1000    7     	3     	5     	3     	9     	5     	8     	8     	2     	3     	2     	8     	1     	9     	3     	6     	
Vardas1001     Pavarde1001    1     	8     	9     	1     	2     	9     	6     	9     	7     	6     	5     	7     	4     	6     	8     	9     	
Vardas1002     Pavarde1002    4     	8     	10    	6     	7     	3     	9     	3     	8     	9     	4     	4     	1     	9     	9     	8     	
Vardas1003     Pavarde1003    7     	4     	2     	2     	3     	7     	7     	3     	4     	4     	5     	9     	9     	7     	2     	3     	
Vardas1004     Pavarde1004    8     	9     	2     	9     	1     	1     	5     	1     	4     	7     	7     	7     	8     	4     	2     	3     	
Vardas1005     Pavarde1005    5     	10    	5     	10    	7     	10    	7     	7     	6     	6     	7     	6     	10    	3     	9     	3     	
Vardas1006     Pavarde1006    5     	8     	2     	9     	9     	7     	5     	7     	9     	9     	3     	2     	1     	4     	8     	10    	
Vardas1007     Pavarde1007    9     	6     	8     	4     	2     	7     	10    	5     	5     	3     	8     	8     	8     	1     	6     	6     	
Vardas1008     Pavarde1008    10    	5     	10    	5     	10    	6     	2     	9     	8     	9     	1     	2     	2     	5     	3     	6     	
Vardas1009     Pavarde1009    7     	2     	1     	10    	10    	2     	3     	7     	7     	8     	3     	8     	2     	5     	4     	10    	
Vardas1010     Pavarde1010    1     	8     	8     	4     	9     	2     	7     	6     	3     	4     	10    	7     	8     	8     	2     	1     	
Vardas1011     Pavarde1011    9     	4     	4     	2     	8     	2     	5     	10    	10    	1     	9     	7     	1     	5     	10    	8     	
Vardas1012     Pavarde1012    8     	5     	10    	3     	9     	2     	2     	10    	5     	5     	3     	9     	2     	9     	3     	4     	
Vardas1013     Pavarde1013    10    	9     	8     	6     	7     	8     	1     	8     	5     	9     	3     	10    	10    	10    	10    	6     	
Vardas1014     Pavarde1014    7     	4     	9     	10    	10    	8     	5     	8     	9     	4     	5     	7     	2     	4     	8     	10    	
Vardas1015     Pavarde1015    3     	8     	2     	2     	10    	3     	7     	3     	10    	6     	6     	1     	6     	9     	4     	4     	
Vardas1016     Pavarde1016    6     	2     	3     	9     	3     	9     	9     	4     	7     	7     	1     	1     	8     	5     	1     	8     	
Vardas1017     Pavarde1017    8     	3     	7     	3     	6     	8     	10    	3     	9     	10    	5     	4     	8     	10    	4     	8     	
Vardas1018     Pavarde1018    8     	7     	4     	6     	6     	2     	9     	2     	10    	9     	1     	2     	2     	4     	6     	8     	
Vardas1019     Pavarde1019    1     	4     	6     	6     	5     	7     	2     	3     	4     	10    	7     	4     	3     	8     	5     	1     	
Vardas1020     Pavarde1020    1     	4     	1     	7     	7     	1     	6     	10    	1     	9     	4     	8     	3     	3     	2     	5     	
Vardas1021     Pavarde1021    7     	10    	9     	7     	7     	8     	9     	4     	5     	6     	2     	3     	10    	1     	7     	6     	
Vardas1022     Pavarde1022    9     	8     	2     	5     	1     	7     	3     	9     	2     	2     	6     	3     	8     	10    	7     	9     	
Vardas1023     Pavarde1023    6     	6     	7     	3     	9     	9     	6     	10    	9     	1     	10    	2     	3     	7     	3     	4     	
Vardas1024     Pavarde1024    1     	9     	4     	1     	2     	10    	3     	4     	1     	10    	5     	9     	5     	7     	3     	5     	
Vardas1025     Pavarde1025    1     	1     	6     	8     	7     	10    	7     	3     	4     	1     	1     	7     	6     	3     	7     	6     	
Vardas1026     Pavarde1026    7     	9     	1     	3     	6     	1     	5     	4     	5     	9     	9     	4     	7     	10    	6     	3     	
Vardas1027     Pavarde1027    9     	10    	10    	5     	2     	4     	6     	6     	8     	1     	3     	8     	4     	4     	5     	1     	
Vardas1028     Pavarde1028    8     	4     	10    	7     	10    	10    	9     	2     	6     	10    	4     	5     	6     	6     	7     	5     	
Vardas1029     Pavarde1029    6     	10    	5     	8     	4     	4     	1     	1     	4     	6     	1     	5     	1     	2     	1     	4     	
Vardas1030     Pavarde1030    6     	4     	5     	3     	2     	5     	7     	7     	6     	7     	8     	2     	8     	5     	5     	7     	
Vardas1031     Pavarde1031    2     	4     	5     	10    	6     	2     	1     	9     	3     	5     	9     	7     	7     	4     	4     	7     	
Vardas1032     Pavarde1032    3     	7     	1     	9     	3     	10    	9     	9     	8     	3     	9     	6     	7     	2     	8     	1     	
Vardas1033     Pavarde1033    6     	1     	3     	9     	9     	8     	4     	5     	6     	2     	3     	3     	1     	3     	2     	3     	
Vardas1034     Pavarde1034    10    	2     	9     	6     	6     	5     	8     	8     	6     	5     	7     	8     	2     	1     	6     	1     	
Vardas1035     Pavarde1035    9     	6     	1     	9     	9     	1     	9     	3     	2     	5     	5     	9     	10    	4     	2     	6     	
Vardas1036     Pavarde1036    9     	5     	9     	7     	2     	1     	10    	10    	8     	3     	10    	4     	7     	8     	1     	10    	
Vardas1037     Pavarde1037    5     	9     	1     	10    	3     	5     	6     	5     	1     	9     	9     	1     	7     	2     	8     	9     	
Vardas1038     Pavarde1038    1     	4     	7     	10    	6     	10    	1     	7     	8     	3     	7     	6     	5     	7     	9     	9     	
Vardas1039     Pavarde1039    10    	4     	2     	7     	7     	5     	7     	6     	7     	9     	10    	9     	4     	6     	1     	7     	
Vardas1040     Pavarde1040    3     	7     	1     	2     	7     	7     	3     	3     	9     	5     	6     	9     	10    	7     	4     	3     	
Vardas1041     Pavarde1041    5     	3     	5     	3     	3     	7     	7     	8     	10    	1     	3     	6     	9     	8     	10    	1     	
Vardas1042     Pavarde1042    2     	8     	10    	2     	8     	2     	4     	10    	2     	6     	3     	7     	2     	8     	9     	7     	
Vardas1043     Pavarde1043    10    	3     	1     	2     	2     	9     	3     	7     	3     	4     	8     	5     	8     	7     	5     	5     	
Vardas1044     Pavarde1044    5     	8     	3     	9     	7     	10    	10    	9     	8     	4     	1     	7     	10    	7     	2     	8     	
Vardas1045     Pavarde1045    1     	7     	4     	7     	8     	8     	10    	8     	4     	5     	6     	2     	9     	10    	2     	9     	
Vardas1046     Pavarde1046    4     	1     	10    	6     	9     	10    	3     	2     	3     	4     	5     	7     	2     	6     	1     	3     	
Vardas1047     Pavarde1047    3     	4     	4     	2     	7     	4     	2     	10    	3     	4     	4     	4     	1     	5     	9     	4     	
Vardas1048     Pavarde1048    9     	10    	6     	2     	8     	3     	6     	6     	2     	3     	7     	2     	7     	3     	4     	4     	
Vardas1049     Pavarde1049    7     	9     	10    	6     	6     	4     	2     	9     	2     	7     	5     	5     	6     	2     	8     	7     	
Vardas1050     Pavarde1050    8     	10    	8     	2     	1     	3     	6     	6     	8     	3     	1     	3     	10    	7     	8     	5     	
Vardas1051     Pavarde1051    1     	1     	6     	7     	2     	3     	9     	5     	10    	1     	10    	9     	8     	4     	2     	10    	
Vardas1052     Pavarde1052    7     	6     	2     	2     	1     	3     	6     	2     	3     	9     	1     	9     	10    	9     	4     	3     	
Vardas1053     Pavarde1053    9     	3     	1     	7     	1     	4     	6     	9     	6     	1     	7     	8     	1     	8     	4     	1     	
Vardas1054     Pavarde1054    4     	6     	5     	3     	1     	7     	10    	3     	1     	3     	7     	9     	9     	9     	6     	8     	
Vardas1055     Pavarde1055    10    	7     	7     	10    	6     	3     	2     	8     	3     	4     	4     	1     	9     	10    	2     	2     	
Vardas1056     Pavarde1056    5     	3     	8     	2     	7     	7     	4     	10    	1     	10    	8     	9     	8     	1     	4     	4     	
Vardas1057     Pavarde1057    4     	2     	1     	10    	8     	10    	2     	9     	2     	9     	6     	4     	6     	10    	9     	10    	
Vardas1058     Pavarde1058    8     	4     	4     	10    	6     	8     	2     	8     	5     	8     	1     	1     	10    	6     	9     	9     	
Vardas1059     Pavarde1059    6     	1     	9     	4     	1     	9     	5     	1     	10    	8     	1     	3     	2     	1     	4     	7     	
Vardas1060     Pavarde1060    5     	7     	3     	5     	5     	7     	5     	7     	4     	7     	7     	8     	2     	8     	10    	7     	
Vardas1061     Pavarde1061    4     	7     	7     	1     	4     	7     	6     	7     	5     	4     	8     	10    	7     	2     	5     	1     	
Vardas1062     Pavarde1062    7     	3     	1     	5     	3     	6     	2     	10    	10    	1     	1     	7     	8     	2     	1     	4     	
Vardas1063     Pavarde1063    2     	4     	5     	4     	10    	9     	3     	10    	5     	7     	9     	4     	9     	2     	7     	5     	
Vardas1064     Pavarde1064    3     	7     	3     	2     	6     	1     	9     	2     	4     	5     	5     	4     	10    	9     	6     	5     	
Vardas1065     Pavarde1065    9     	1     	8     	2     	1     	9     	5     	6     	5     	10    	6     	8     	4     	8     	1     	7     	
Vardas1066     Pavarde1066    10    	9     	1     	8     	2     	6     	8     	4     	2     	1     	5     	6     	10    	5     	9     	9     	
Vardas1067     Pavarde1067    2     	8     	10    	5     	2     	8     	1     	5     	3     	1     	10    	9     	6     	5     	8     	5     	
Vardas1068     Pavarde1068    6     	8     	9     	5     	7     	3     	4     	6     	7     	3     	5     	7     	2     	4     	1     	4     	
Vardas1069     Pavarde1069    4     	7     	1     	4     	8     	7     	10    	9     	8     	8     	7     	1     	10    	6     	10    	10    	
Vardas1070     Pavarde1070    10    	3     	3     	4     	7     	1     	6     	2     	1     	2     	6     	8     	9     	1     	1     	1     	
Vardas1071     Pavarde1071    6     	4     	9     	2     	3     	8     	6     	6     	6     	5     	9     	2     	2     	7     	4     	4     	
Vardas1072     Pavarde1072    7     	5     	5     	2     	2     	2     	1     	10    	6     	9     	3     	1     	4     	4     	9     	6     	
Vardas1073     Pavarde1073    3     	2     	3     	6     	3     	7     	10    	8     	3     	5     	9     	2     	1     	2     	8     	1     	
Vardas1074     Pavarde1074    9     	5     	5     	3     	8     	5     	5     	7     	2     	1     	8     	4     	9     	9     	8     	7     	
Vardas1075     Pavarde1075    6     	8     	8     	5     	6     	4     	10    	7     	9     	10    	8     	5     	3     	7     	5     	3     	
Vardas1076     Pavarde1076    1     	5     	4     	7     	9     	3     	1     	9     	6     	8     	8     	10    	9     	8     	1     	10    	
Vardas1077     Pavarde1077    2     	8     	5     	4     	6     	1     	10    	8     	8     	4     	7     	6     	9     	8     	1     	8     	
Vardas1078     Pavarde1078    4     	5     	10    	8     	9     	6     	9     	10    	7     	2     	5     	1     	5     	6     	3     	1     	
Vardas1079     Pavarde1079    3     	1     	10    	5     	4     	4     	8     	9     	9     	1     	4     	2     	1     	8     	6     	2     	
Vardas1080     Pavarde1080    7     	6     	2     	9     	8     	8     	1     	2     	7     	5     	7     	4     	1     	9     	10    	7     	
Vardas1081     Pavarde1081    4     	5     	4     	5     	5     	7     	6     	7     	4     	9     	10    	5     	7     	5     	3     	4     	
Vardas1082     Pavarde1082    3     	6     	5     	2     	2     	7     	9     	2     	7     	8     	8     	6     	4     	4     	1     	2     	
Vardas1083     Pavarde1083    8     	9     	2     	3     	5     	7     	6     	10    	10    	9     	9     	6     	1     	8     	10    	3     	
Vardas1084     Pavarde1084    4     	3     	8     	5     	7     	2     	5     	5     	2     	4     	10    	6     	4     	6     	10    	8     	
Vardas1085     Pavarde1085    10    	8     	6     	5     	1     	9     	1     	10    	3     	1     	5     	6     	3     	2     	3     	6     	
Vardas1086     Pavarde1086    3     	10    	5     	8     	1     	9     	2     	6     	2     	4     	5     	7     	7     	2     	8     	7     	
Vardas1087     Pavarde1087    8     	10    	7     	2     	1     	5     	7     	6     	5     	9     	7     	10    	8     	4     	9     	6     	
Vardas1088     Pavarde1088    1     	9     	6     	4     	10    	3     	6     	3     	2     	10    	2     	4     	6     	10    	9     	7     	
Vardas1089     Pavarde1089    3     	3     	9     	6     	8     	2     	3     	3     	7     	3     	4     	9     	8     	3     	1     	1     	
Vardas1090     Pavarde1090    6     	3     	4     	3     	7     	5     	4     	5     	10    	5     	2     	7     	8     	1     	7     	6     	
Vardas1091     Pavarde1091    2     	4     	1     	9     	5     	2     	7     	5     	4     	10    	4     	10    	3     	4     	5     	1     	
Vardas1092     Pavarde1092    8     	7     	7     	3     	6     	7     	9     	2     	2     	7     	7     	4     	2     	6     	4     	10    	
Vardas1093     Pavarde1093    4     	7     	4     	1     	9     	8     	4     	9     	3     	4     	5     	10    	4     	7     	6     	1     	
Vardas1094     Pavarde1094    8     	5     	6     	1     	3     	2     	2     	5     	4     	7     	4     	5     	5     	4     	3     	6     	
Vardas1095     Pavarde1095    8     	10    	2     	1     	6     	5     	5     	7     	6     	5     	2     	7     	1     	9     	1     	9     	
Vardas1096     Pavarde1096    7     	1     	8     	3     	1     	1     	7     	9     	6     	3     	6     	8     	10    	6     	8     	5     	
Vardas1097     Pavarde1097    1     	9     	8     	5     	2     	4     	8     	2     	4     	8     	5     	9     	4     	5     	5     	5     	
Vardas1098     Pavarde1098    1     	8     	2     	2     	7     	1     	6     	6     	10    	6     	2     	10    	3     	7     	3     	4     	
Vardas1099     Pavarde1099    4     	4     	1     	4     	5     	10    	2     	3     	8     	6     	5     	4     	2     	8     	6     	8     	
Vardas1100     Pavarde1100    6     	5     	10    	5     	9     	10    	9     	4     	6     	7     	10    	2     	1     	5     	8     	5     	
Vardas1101     Pavarde1101    5     	3     	4     	3     	5     	2     	4     	9     	5     	7     	10    	7     	7     	3     	3     	4     	
Vardas1102     Pavarde1102    7     	10    	5     	10    	1     	7     	8     	5     	7     	8     	4     	7     	1     	2     	5     	8     	
Vardas1103     Pavarde1103    4     	7     	6     	8     	8     	1     	5     	3     	2     	2     	7     	10    	2     	9     	6     	6     	
Vardas1104     Pavarde1104    9     	9     	10    	6     	6     	4     	10    	5     	6     	2     	9     	2     	2     	2     	4     	4     	
Vardas1105     Pavarde1105    4     	6     	8     	7     	10    	7     	7     	9     	4     	3     	1     	10    	9     	1     	2     	6     	
Vardas1106     Pavarde1106    3     	4     	1     	4     	8     	9     	4     	7     	10    	7     	2     	4     	4     	2     	2     	8     	
Vardas1107     Pavarde1107    2     	9     	5     	10    	7     	4     	1     	4     	6     	2     	6     	9     	4     	3     	1     	4     	
