Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas448      Pavarde448     10    	7     	3     	8     	8     	8     	1     	7     	9     	2     	3     	8     	3     	10    	5     	2     	
Vardas449      Pavarde449     3     	8     	9     	3     	6     	6     	7     	2     	4     	6     	2     	3     	6     	3     	8     	10    	
Vardas450      Pavarde450     4     	5     	8     	9     	3     	7     	9     	2     	9     	7     	6     	9     	3     	3     	6     	9     	
Vardas451      Pavarde451     5     	2     	4     	4     	10    	7     	10    	3     	4     	6     	2     	8     	10    	1     	2     	7     	
Vardas452      Pavarde452     9     	1     	5     	3     	5     	7     	2     	2     	5     	8     	8     	7     	6     	6     	3     	10    	
Vardas453      Pavarde453     7     	5     	1     	2     	6     	9     	6     	2     	8     	6     	8     	1     	4     	10    	10    	1     	
Vardas454      Pavarde454     3     	9     	5     	1     	7     	7     	4     	5     	8     	1     	7     	1     	3     	10    	4     	1     	
Vardas455      Pavarde455     10    	2     	7     	2     	4     	9     	2     	4     	8     	7     	6     	2     	10    	5     	2     	3     	
Vardas456      Pavarde456     2     	4     	5     	8     	10    	10    	10    	10    	6     	9     	4     	7     	4     	5     	3     	7     	
Vardas457      Pavarde457     3     	9     	2     	3     	9     	5     	10    	6     	1     	1     	7     	5     	1     	8     	1     	9     	
Vardas458      Pavarde458     8     	3     	6     	5     	6     	9     	8     	6     	4     	1     	6     	9     	2     	8     	4     	5     	
Vardas459      Pavarde459     8     	10    	9     	1     	10    	10    	10    	1     	9     	8     	2     	10    	4     	1     	8     	4     	
Vardas460      Pavarde460     6     	3     	1     	5     	9     	6     	6     	9     	8     	7     	10    	3     	10    	2     	7     	2     	
Vardas461      Pavarde461     7     	7     	1     	6     	4     	1     	2     	8     	6     	4     	1     	2     	5     	9     	4     	9     	
Vardas462      Pavarde462     8     	9     	3     	3     	10    	1     	8     	3     	4     	9     	4     	5     	6     	5     	5     	7     	
Vardas463      Pavarde463     9     	6     	3     	3     	8     	9     	5     	10    	8     	4     	6     	9     	6     	7     	6     	7     	
Vardas464      Pavarde464     3     	3     	8     	8     	4     	9     	6     	6     	6     	10    	9     	1     	4     	7     	10    	2     	
Vardas465      Pavarde465     5     	1     	2     	6     	2     	4     	6     	2     	8     	1     	2     	6     	4     	1     	4     	6     	
Vardas466      Pavarde466     4     	8     	6     	4     	10    	2     	5     	8     	10    	9     	2     	5     	7     	5     	3     	4     	
Vardas467      Pavarde467     1     	4     	2     	4     	3     	10    	9     	10    	10    	6     	2     	8     	4     	5     	7     	9     	
Vardas468      Pavarde468     2     	2     	2     	9     	4     	4     	2     	7     	2     	3     	4     	5     	1     	9     	8     	6     	
Vardas469      Pavarde469     1     	3     	1     	6     	6     	3     	2     	4     	5     	2     	2     	2     	2     	6     	3     	8     	
Vardas470      Pavarde470     5     	9     	6     	6     	7     	9     	7     	8     	9     	10    	4     	7     	10    	7     	9     	6     	
Vardas471      Pavarde471     10    	1     	9     	5     	4     	5     	1     	10    	1     	5     	8     	9     	5     	9     	8     	3     	
Vardas472      Pavarde472     3     	8     	5     	3     	1     	7     	7     	5     	9     	3     	7     	4     	5     	3     	4     	7     	
Vardas473      Pavarde473     7     	6     	1     	9     	10    	2     	9     	7     	7     	2     	5     	2     	9     	4     	4     	6     	
Vardas474      Pavarde474     5     	6     	10    	10    	4     	10    	9     	10    	7     	3     	9     	4     	1     	2     	7     	4     	
Vardas475      Pavarde475     7     	1     	7     	2     	8     	5     	9     	3     	5     	6     	8     	10    	4     	8     	4     	7     	
Vardas476      Pavarde476     1     	6     	1     	7     	4     	7     	8     	1     	10    	4     	4     	10    	6     	8     	10    	5     	
Vardas477      Pavarde477     10    	1     	1     	4     	10    	5     	5     	1     	7     	6     	2     	1     	6     	8     	10    	7     	
Vardas478      Pavarde478     9     	5     	4     	2     	4     	9     	2     	3     	10    	8     	9     	10    	5     	7     	3     	3     	
Vardas479      Pavarde479     8     	8     	1     	6     	1     	10    	6     	5     	10    	5     	4     	9     	8     	10    	3     	4     	
Vardas480      Pavarde480     4     	4     	9     	9     	2     	4     	6     	6     	4     	5     	3     	9     	9     	4     	8     	2     	
Vardas481      Pavarde481     2     	6     	7     	5     	6     	7     	10    	2     	8     	3     	5     	3     	6     	7     	9     	2     	
Vardas482      Pavarde482     4     	2     	2     	10    	5     	8     	6     	2     	5     	8     	2     	8     	1     	1     	10    	8     	
Vardas483      Pavarde483     4     	8     	9     	3     	9     	9     	3     	3     	7     	10    	10    	1     	9     	1     	5     	2     	
Vardas484      Pavarde484     2     	3     	8     	7     	8     	8     	6     	8     	5     	8     	5     	10    	3     	6     	2     	5     	
Vardas485      Pavarde485     5     	9     	7     	8     	6     	4     	6     	8     	3     	9     	1     	2     	4     	3     	6     	5     	
Vardas486      Pavarde486     10    	3     	4     	2     	7     	2     	6     	10    	1     	10    	10    	8     	10    	9     	3     	5     	
Vardas487      Pavarde487     9     	8     	7     	4     	1     	9     	6     	5     	4     	7     	2     	8     	6     	5     	8     	4     	
Vardas488      Pavarde488     4     	8     	10    	10    	8     	4     	2     	2     	4     	4     	2     	4     	7     	10    	6     	6     	
Vardas489      Pavarde489     10    	7     	3     	5     	9     	6     	7     	7     	6     	8     	10    	2     	4     	7     	2     	7     	
Vardas490      Pavarde490     5     	5     	4     	3     	9     	1     	10    	6     	3     	3     	8     	4     	8     	9     	7     	6     	
Vardas491      Pavarde491     1     	5     	3     	5     	10    	7     	1     	2     	6     	6     	7     	2     	2     	8     	7     	6     	
Vardas492      Pavarde492     4     	10    	6     	7     	6     	5     	8     	9     	7     	2     	2     	2     	4     	9     	5     	9     	
Vardas493      Pavarde493     4     	9     	3     	6     	6     	2     	6     	7     	2     	4     	3     	5     	5     	5     	6     	1     	
Vardas494      Pavarde494     4     	3     	3     	3     	1     	3     	9     	4     	7     	7     	3     	7     	7     	10    	7     	7     	
Vardas495      Pavarde495     4     	1     	10    	3     	7     	8     	7     	1     	10    	7     	10    	2     	10    	8     	4     	7     	
Vardas496      Pavarde496     9     	9     	7     	6     	2     	3     	1     	7     	4     	2     	1     	5     	2     	7     	6     	1     	
Vardas497      Pavarde497     4     	5     	4     	1     	7     	4     	4     	3     	2     	1     	10    	8     	8     	5     	9     	7     	
Vardas498      Pavarde498     8     	3     	2     	5     	10    	3     	10    	7     	7     	5     	5     	7     	8     	9     	3     	2     	
Vardas499      Pavarde499     2     	4     	7     	4     	4     	5     	6     	3     	1     	5     	6     	5     	5     	5     	2     	5     	
Vardas500      Pavarde500     10    	5     	6     	9     	1     	9     	7     	1     	4     	10    	5     	8     	7     	6     	3     	4     	
Vardas501      Pavarde501     8     	3     	3     	10    	9     	3     	8     	8     	9     	8     	9     	6     	1     	5     	2     	8     	
Vardas502      Pavarde502     9     	6     	5     	5     	10    	8     	9     	6     	9     	9     	3     	2     	7     	6     	5     	1     	
Vardas503      Pavarde503     2     	10    	9     	2     	2     	8     	3     	1     	1     	3     	8     	8     	2     	9     	5     	6     	
Vardas504      Pavarde504     2     	10    	4     	9     	7     	9     	1     	3     	10    	3     	8     	3     	10    	2     	5     	2     	
Vardas505      Pavarde505     1     	1     	6     	7     	6     	10    	6     	9     	9     	8     	8     	5     	10    	5     	6     	7     	
Vardas506      Pavarde506     7     	5     	3     	5     	5     	8     	2     	2     	5     	4     	2     	4     	6     	10    	8     	4     	
Vardas507      Pavarde507     7     	7     	5     	7     	7     	5     	1     	9     	8     	3     	1     	3     	5     	5     	7     	1     	
Vardas508      Pavarde508     3     	7     	1     	7     	2     	3     	8     	7     	4     	7     	9     	10    	3     	4     	9     	7     	
Vardas509      Pavarde509     8     	7     	2     	3     	5     	6     	1     	5     	10    	10    	3     	6     	1     	9     	5     	5     	
Vardas510      Pavarde510     8     	1     	10    	1     	10    	6     	8     	1     	7     	6     	3     	9     	9     	1     	4     	4     	
Vardas511      Pavarde511     2     	7     	4     	6     	9     	3     	1     	6     	4     	5     	2     	8     	9     	2     	3     	5     	
Vardas512      Pavarde512     9     	2     	1     	6     	4     	10    	6     	10    	6     	6     	1     	7     	5     	10    	2     	5     	
Vardas513      Pavarde513     1     	3     	2     	4     	10    	6     	5     	8     	9     	2     	4     	10    	2     	9     	4     	10    	
Vardas514      Pavarde514     8     	5     	8     	4     	2     	4     	7     	1     	8     	4     	7     	6     	10    	2     	8     	2     	
Vardas515      Pavarde515     10    	4     	3     	2     	7     	4     	10    	9     	8     	4     	4     	10    	1     	7     	6     	2     	
Vardas516      Pavarde516     3     	8     	9     	7     	8     	1     	8     	6     	2     	9     	10    	2     	10    	7     	5     	9     	
Vardas517      Pavarde517     5     	6     	7     	1     	9     	6     	8     	3     	7     	7     	4     	9     	5     	3     	10    	1     	
Vardas518      Pavarde518     5     	9     	1     	2     	1     	10    	3     	6     	2     	7     	1     	6     	3     	6     	10    	9     	
Vardas519      Pavarde519     1     	10    	10    	2     	7     	7     	10    	9     	1     	8     	5     	4     	6     	4     	4     	6     	
Vardas520      Pavarde520     2     	3     	7     	3     	10    	8     	1     	8     	9     	1     	10    	9     	10    	9     	9     	1     	
Vardas521      Pavarde521     6     	2     	4     	9     	9     	8     	7     	4     	7     	6     	3     	3     	3     	10    	8     	7     	
Vardas522      Pavarde522     10    	5     	3     	1     	7     	9     	5     	10    	2     	1     	10    	8     	9     	8     	3     	5     	
Vardas523      Pavarde523     6     	2     	8     	7     	7     	5     	8     	10    	2     	10    	9     	1     	1     	6     	9     	4     	
Vardas524      Pavarde524     2     	5     	10    	10    	10    	6     	9     	1     	6     	9     	5     	10    	1     	8     	3     	5     	
Vardas525      Pavarde525     7     	2     	1     	7     	9     	4     	1     	3     	9     	5     	6     	7     	1     	9     	9     	5     	
Vardas526      Pavarde526     6     	9     	1     	6     	5     	9     	5     	5     	8     	3     	4     	1     	6     	7     	3     	4     	
Vardas527      Pavarde527     7     	6     	7     	1     	9     	10    	6     	3     	6     	1     	2     	3     	7     	5     	5     	4     	
Vardas528      Pavarde528     4     	10    	7     	4     	5     	5     	3     	1     	8     	10    	5     	5     	3     	8     	9     	1     	
Vardas529      Pavarde529     4     	6     	3     	8     	4     	7     	4     	9     	7     	1     	10    	4     	3     	4     	5     	1     	
Vardas530      Pavarde530     8     	4     	6     	1     	6     	6     	7     	8     	7     	9     	6     	7     	7     	6     	6     	3     	
Vardas531      Pavarde531     9     	1     	6     	10    	7     	5     	6     	6     	7     	2     	10    	7     	7     	2     	5     	1     	
Vardas532      Pavarde532     2     	9     	10    	2     	3     	7     	9     	2     	8     	2     	4     	5     	7     	4     	4     	4     	
Vardas533      Pavarde533     8     	8     	10    	2     	4     	5     	4     	2     	8     	3     	3     	3     	10    	3     	8     	4     	
Vardas534      Pavarde534     1     	3     	10    	6     	2     	1     	8     	9     	6     	5     	1     	3     	8     	2     	10    	10    	
Vardas535      Pavarde535     10    	9     	5     	9     	7     	1     	6     	4     	10    	8     	9     	2     	2     	10    	3     	3     	
Vardas536      Pavarde536     4     	7     	9     	7     	7     	3     	10    	8     	3     	7     	9     	6     	8     	10    	9     	5     	
Vardas537      Pavarde537     1     	10    	9     	5     	1     	6     	9     	3     	7     	10    	2     	5     	8     	5     	8     	2     	
Vardas538      Pavarde538     6     	7     	9     	5     	3     	6     	3     	4     	1     	3     	9     	4     	4     	5     	4     	5     	
Vardas539      Pavarde539     9     	9     	9     	7     	3     	4     	9     	9     	3     	9     	5     	4     	10    	5     	9     	8     	
Vardas540      Pavarde540     2     	9     	5     	9     	1     	9     	1     	9     	7     	8     	2     	1     	3     	10    	9     	5     	
Vardas541      Pavarde541     4     	10    	6     	1     	5     	7     	5     	6     	2     	2     	7     	6     	5     	7     	10    	4     	
Vardas542      Pavarde542     8     	7     	10    	7     	4     	8     	8     	7     	8     	1     	9     	10    	1     	4     	6     	8     	
Vardas543      Pavarde543     7     	5     	3     	9     	4     	9     	1     	2     	4     	8     	6     	6     	4     	9     	4     	4     	
Vardas544      Pavarde544     4     	8     	1     	2     	7     	5     	1     	5     	7     	10    	5     	7     	3     	10    	4     	6     	
Vardas545      Pavarde545     4     	5     	1     	1     	6     	1     	1     	4     	10    	6     	4     	3     	8     	6     	8     	9     	
Vardas546      Pavarde546     7     	8     	10    	6     	1     	6     	7     	4     	10    	3     	3     	1     	3     	10    	3     	7     	
Vardas547      Pavarde547     8     	9     	3     	8     	10    	2     	3     	6     	2     	7     	8     	4     	7     	7     	7     	9     	
Vardas548      Pavarde548     7     	10    	8     	5     	8     	10    	1     	1     	7     	8     	5     	3     	6     	6     	3     	5     	
Vardas549      Pavarde549     2     	2     	8     	8     	4     	5     	2     	2     	5     	4     	7     	5     	4     	9     	3     	3     	
Vardas550      Pavarde550     10    	6     	9     	9     	1     	1     	9     	2     	9     	1     	3     	2     	10    	6     	9     	1     	
Vardas551      Pavarde551     5     	1     	9     	7     	9     	7     	2     	4     	1     	5     	6     	9     	1     	9     	3     	9     	
Vardas552      Pavarde552     8     	3     	8     	10    	7     	3     	1     	2     	2     	1     	4     	8     	5     	3     	3     	10    	
Vardas553      Pavarde553     7     	7     	6     	5     	3     	8     	9     	10    	2     	7     	7     	4     	9     	2     	8     	8     	
Vardas554      Pavarde554     8     	1     	10    	5     	7     	2     	9     	1     	1     	5     	4     	6     	6     	5     	7     	3     	
Vardas555      Pavarde555     9     	4     	9     	5     	7     	6     	3     	1     	1     	9     	10    	1     	5     	1     	9     	10    	
Vardas556      Pavarde556     1     	4     	9     	10    	10    	4     	3     	7     	8     	8     	9     	5     	5     	7     	2     	6     	
Vardas557      Pavarde557     7     	10    	4     	7     	6     	1     	9     	6     	4     	6     	10    	2     	7     	6     	1     	3     	
Vardas558      Pavarde558     5     	7     	5     	7     	9     	1     	4     	9     	1     	9     	8     	3     	7     	7     	3     	9     	
Vardas559      Pavarde559     10    	10    	1     	9     	6     	7     	4     	7     	9     	8     	7     	3     	9     	10    	2     	4     	
Vardas560      Pavarde560     3     	8     	5     	10    	2     	5     	1     	9     	4     	7     	10    	5     	5     	9     	8     	9     	
Vardas561      Pavarde561     10    	3     	7     	5     	6     	10    	1     	10    	2     	9     	9     	3     	2     	2     	7     	2     	
Vardas562      Pavarde562     10    	8     	4     	6     	5     	2     	2     	8     	8     	7     	5     	8     	10    	10    	9     	1     	
Vardas563      Pavarde563     3     	10    	6     	3     	6     	1     	7     	10    	2     	6     	7     	9     	1     	1     	2     	9     	
Vardas564      Pavarde564     6     	6     	7     	4     	7     	10    	10    	10    	9     	4     	3     	9     	5     	2     	9     	3     	
Vardas565      Pavarde565     9     	8     	5     	8     	5     	10    	6     	9     	4     	3     	8     	7     	10    	1     	1     	9     	
Vardas566      Pavarde566     2     	10    	10    	1     	6     	7     	1     	1     	7     	6     	6     	6     	9     	8     	9     	4     	
Vardas567      Pavarde567     2     	7     	5     	5     	5     	5     	5     	4     	9     	10    	3     	6     	1     	7     	2     	2     	
Vardas568      Pavarde568     5     	1     	3     	3     	8     	4     	7     	2     	8     	2     	9     	3     	3     	3     	7     	5     	
Vardas569      Pavarde569     5     	4     	5     	6     	6     	6     	10    	4     	7     	4     	5     	4     	6     	4     	3     	9     	
Vardas570      Pavarde570     5     	6     	9     	5     	2     	10    	8     	10    	5     	10    	2     	4     	5     	5     	1     	1     	
Vardas571      Pavarde571     4     	7     	8     	1     	3     	8     	5     	4     	4     	8     	5     	8     	2     	5     	7     	10    	
Vardas572      Pavarde572     6     	7     	3     	5     	1     	9     	4     	6     	3     	1     	1     	4     	3     	8     	3     	7     	
Vardas573      Pavarde573     1     	6     	7     	1     	5     	4     	5     	1     	4     	4     	5     	8     	9     	4     	4     	7     	
Vardas574      Pavarde574     2     	5     	7     	2     	1     	8     	9     	7     	1     	8     	8     	10    	10    	10    	4     	8     	
Vardas575      Pavarde575     9     	6     	5     	7     	2     	8     	10    	6     	9     	9     	2     	4     	7     	6     	2     	10    	
Vardas576      Pavarde576     2     	7     	6     	5     	8     	1     	9     	2     	10    	8     	5     	5     	5     	1     	8     	1     	
Vardas577      Pavarde577     8     	9     	8     	5     	6     	5     	1     	10    	10    	2     	2     	4     	9     	2     	4     	9     	
Vardas578      Pavarde578     6     	9     	5     	5     	3     	10    	6     	1     	7     	5     	2     	5     	4     	9     	3     	5     	
Vardas579      Pavarde579     9     	3     	2     	4     	7     	2     	7     	7     	7     	7     	1     	6     	9     	2     	2     	2     	
Vardas580      Pavarde580     1     	3     	4     	1     	9     	1     	6     	2     	7     	1     	3     	9     	4     	9     	9     	9     	
Vardas581      Pavarde581     8     	6     	5     	3     	7     	4     	6     	9     	7     	3     	4     	7     	3     	7     	8     	4     	
Vardas582      Pavarde582     9     	2     	2     	7     	8     	8     	2     	2     	5     	1     	8     	10    	1     	9     	8     	9     	
Vardas583      Pavarde583     5     	1     	3     	6     	2     	9     	5     	2     	6     	6     	5     	7     	4     	6     	10    	1     	
Vardas584      Pavarde584     6     	7     	10    	5     	7     	5     	2     	9     	6     	3     	8     	3     	6     	8     	3     	1     	
Vardas585      Pavarde585     4     	4     	4     	10    	10    	10    	8     	10    	3     	5     	7     	6     	6     	9     	8     	10    	
Vardas586      Pavarde586     9     	3     	4     	8     	7     	6     	2     	8     	7     	2     	4     	1     	7     	7     	8     	8     	
Vardas587      Pavarde587     8     	2     	8     	6     	3     	5     	8     	4     	5     	10    	4     	10    	1     	7     	4     	7     	
Vardas588      Pavarde588     4     	3     	9     	2     	1     	1     	1     	9     	3     	3     	2     	3     	9     	1     	10    	4     	
Vardas589      Pavarde589     2     	4     	7     	7     	6     	4     	1     	3     	9     	1     	4     	9     	6     	10    	6     	5     	
Vardas590      Pavarde590     8     	3     	9     	6     	5     	3     	4     	6     	3     	3     	6     	5     	10    	7     	5     	3     	
Vardas591      Pavarde591     9     	9     	7     	8     	1     	2     	5     	3     	7     	7     	5     	8     	10    	8     	5     	7     	
Vardas592      Pavarde592     8     	8     	10    	4     	2     	6     	3     	7     	9     	6     	3     	3     	5     	8     	10    	1     	
Vardas593      Pavarde593     4     	2     	6     	2     	5     	3     	4     	5     	10    	8     	5     	9     	10    	9     	7     	8     	
Vardas594      Pavarde594     2     	10    	9     	4     	3     	2     	6     	2     	6     	4     	7     	1     	2     	5     	9     	6     	
Vardas595      Pavarde595     9     	7     	7     	6     	8     	8     	6     	6     	1     	8     	4     	2     	10    	9     	10    	8     	
Vardas596      Pavarde596     4     	6     	5     	7     	7     	7     	1     	2     	8     	6     	2     	10    	1     	10    	2     	7     	
Vardas597      Pavarde597     7     	8     	9     	3     	4     	5     	1     	1     	10    	4     	6     	8     	3     	5     	3     	10    	
Vardas598      Pavarde598     4     	7     	5     	3     	4     	3     	4     	4     	10    	5     	3     	1     	5     	5     	2     	5     	
Vardas599      Pavarde599     3     	3     	10    	1     	6     	10    	4     	1     	8     	9     	1     	7     	4     	9     	8     	10    	
Vardas600      Pavarde600     5     	6     	3     	8     	1     	1     	8     	10    	7     	4     	8     	2     	2     	8     	5     	4     	
Vardas601      Pavarde601     10    	8     	3     	9     	6     	9     	5     	1     	4     	3     	8     	1     	7     	7     	1     	9     	
Vardas602      Pavarde602     3     	5     	6     	5     	7     	6     	7     	2     	1     	7     	1     	7     	9     	5     	4     	1     	
Vardas603      Pavarde603     7     	10    	9     	3     	3     	8     	1     	1     	6     	4     	9     	9     	8     	6     	5     	6     	
Vardas604      Pavarde604     4     	3     	2     	7     	6     	3     	4     	9     	2     	2     	4     	2     	2     	1     	9     	10    	
Vardas605      Pavarde605     9     	4     	10    	7     	7     	3     	6     	6     	5     	4     	8     	2     	3     	10    	4     	5     	
Vardas606      Pavarde606     5     	3     	8     	4     	1     	2     	3     	7     	3     	1     	3     	4     	7     	3     	1     	7     	
Vardas607      Pavarde607     2     	4     	9     	6     	1     	5     	3     	6     	7     	10    	6     	5     	6     	5     	4     	1     	
Vardas608      Pavarde608     6     	7     	1     	7     	9     	1     	7     	8     	7     	8     	2     	2     	10    	8     	3     	5     	
Vardas609      Pavarde609     2     	2     	8     	4     	5     	7     	3     	7     	2     	9     	3     	7     	1     	5     	2     	2     	
Vardas610      Pavarde610     5     	10    	2     	6     	3     	4     	9     	4     	10    	3     	6     	7     	1     	5     	10    	7     	
Vardas611      Pavarde611     10    	6     	5     	6     	10    	8     	4     	8     	4     	5     	5     	4     	8     	4     	1     	3     	
Vardas612      Pavarde612     3     	1     	8     	8     	2     	9     	1     	2     	7     	6     	1     	2     	5     	7     	8     	2     	
Vardas613      Pavarde613     10    	3     	2     	10    	10    	1     	2     	6     	5     	9     	5     	6     	6     	8     	6     	1     	
Vardas614      Pavarde614     6     	1     	4     	2     	4     	5     	10    	4     	6     	10    	3     	3     	5     	1     	9     	7     	
Vardas615      Pavarde615     6     	6     	3     	2     	4     	3     	5     	9     	5     	5     	10    	10    	2     	4     	10    	5     	
Vardas616      Pavarde616     4     	9     	2     	3     	10    	2     	7     	6     	5     	3     	10    	5     	8     	4     	5     	3     	
Vardas617      Pavarde617     6     	5     	3     	1     	4     	1     	6     	1     	8     	9     	1     	4     	2     	8     	6     	4     	
Vardas618      Pavarde618     8     	7     	6     	3     	8     	7     	7     	8     	6     	5     	7     	7     	6     	2     	9     	2     	
Vardas619      Pavarde619     7     	6     	2     	2     	4     	6     	8     	3     	1     	2     	2     	2     	8     	3     	4     	6     	
Vardas620      Pavarde620     6     	1     	8     	1     	10    	2     	8     	2     	8     	10    	2     	4     	8     	6     	2     	4     	
Vardas621      Pavarde621     8     	9     	7     	1     	4     	6     	3     	8     	8     	8     	1     	10    	9     	6     	5     	5     	
Vardas622      Pavarde622     2     	6     	9     	5     	2     	2     	1     	6     	5     	10    	4     	3     	2     	1     	4     	4     	
Vardas623      Pavarde623     10    	6     	8     	2     	9     	8     	2     	10    	6     	5     	9     	6     	3     	4     	4     	7     	
Vardas624      Pavarde624     2     	9     	2     	6     	8     	7     	7     	9     	10    	7     	5     	10    	4     	9     	10    	8     	
Vardas625      Pavarde625     8     	6     	7     	10    	9     	2     	9     	4     	3     	8     	10    	2     	9     	8     	2     	10    	
Vardas626      Pavarde626     7     	3     	3     	2     	6     	1     	10    	3     	3     	1     	7     	6     	8     	8     	8     	8     	
Vardas627      Pavarde627     8     	7     	4     	4     	6     	5     	5     	7     	7     	4     	10    	2     	5     	3     	4     	6     	
Vardas628      Pavarde628     1     	9     	4     	9     	6     	4     	7     	5     	3     	10    	8     	10    	4     	9     	6     	4     	
Vardas629      Pavarde629     2     	4     	1     	9     	6     	10    	2     	6     	10    	2     	8     	1     	9     	10    	7     	2     	
Vardas630      Pavarde630     9     	6     	8     	1     	4     	8     	8     	2     	7     	3     	10    	9     	4     	4     	5     	2     	
Vardas631      Pavarde631     10    	5     	3     	2     	8     	8     	9     	3     	8     	3     	1     	1     	1     	10    	10    	5     	
Vardas632      Pavarde632     5     	4     	10    	10    	4     	9     	6     	2     	4     	1     	7     	8     	3     	8     	10    	10    	
Vardas633      Pavarde633     9     	3     	6     	6     	4     	9     	5     	6     	2     	10    	2     	8     	2     	4     	9     	2     	
Vardas634      Pavarde634     7     	5     	3     	10    	6     	4     	9     	7     	10    	5     	9     	1     	10    	2     	4     	3     	
Vardas635      Pavarde635     1     	10    	10    	4     	2     	6     	10    	4     	4     	1     	7     	5     	9     	9     	5     	3     	
Vardas636      Pavarde636     3     	1     	3     	1     	4     	2     	5     	5     	10    	7     	8     	7     	4     	2     	3     	8     	
Vardas637      Pavarde637     3     	3     	8     	4     	7     	1     	2     	3     	7     	9     	10    	7     	10    	2     	7     	2     	
Vardas638      Pavarde638     4     	4     	2     	1     	3     	9     	5     	8     	5     	10    	1     	6     	10    	3     	3     	3     	
Vardas639      Pavarde639     2     	4     	2     	6     	4     	5     	9     	8     	8     	7     	1     	9     	10    	2     	6     	5     	
Vardas640      Pavarde640     2     	3     	1     	7     	8     	8     	10    	3     	5     	4     	1     	9     	6     	10    	1     	3     	
Vardas641      Pavarde641     1     	7     	10    	9     	8     	2     	1     	5     	9     	8     	3     	8     	5     	1     	3     	9     	
Vardas642      Pavarde642     2     	9     	2     	9     	8     	10    	5     	4     	7     	1     	6     	3     	1     	3     	8     	9     	
Vardas643      Pavarde643     8     	3     	9     	1     	7     	4     	3     	7     	6     	2     	4     	1     	8     	8     	4     	5     	
Vardas644      Pavarde644     3     	4     	4     	10    	5     	4     	7     	7     	2     	6     	4     	10    	2     	3     	4     	5     	
Vardas645      Pavarde645     1     	9     	10    	8     	10    	7     	10    	9     	8     	9     	6     	9     	6     	3     	1     	4     	
Vardas646      Pavarde646     3     	4     	8     	5     	1     	5     	2     	1     	4     	10    	8     	4     	4     	9     	2     	4     	
Vardas647      Pavarde647     9     	2     	7     	10    	9     	6     	3     	4     	6     	5     	10    	7     	3     	6     	5     	1     	
Vardas648      Pavarde648     6     	7     	1     	1     	9     	4     	6     	5     	5     	7     	6     	6     	6     	5     	7     	6     	
Vardas649      Pavarde649     4     	5     	7     	4     	3     	8     	5     	5     	2     	1     	10    	7     	3     	8     	4     	1     	
Vardas650      Pavarde650     3     	3     	2     	7     	8     	7     	8     	9     	1     	8     	9     	9     	9     	9     	2     	9     	
Vardas651      Pavarde651     4     	1     	9     	9     	2     	10    	2     	5     	2     	5     	1     	9     	7     	9     	9     	2     	
Vardas652      Pavarde652     8     	2     	4     	7     	4     	6     	4     	3     	1     	2     	4     	1     	3     	1     	7     	10    	
Vardas653      Pavarde653     6     	3     	3     	3     	5     	9     	7     	8     	2     	2     	4     	6     	8     	6     	10    	4     	
Vardas654      Pavarde654     1     	8     	7     	1     	3     	3     	4     	1     	7     	10    	3     	9     	2     	4     	5     	3     	
Vardas655      Pavarde655     7     	9     	5     	8     	10    	3     	10    	1     	5     	8     	3     	10    	2     	8     	3     	1     	
Vardas656      Pavarde656     10    	4     	9     	1     	10    	4     	5     	10    	9     	1     	2     	1     	9     	2     	7     	6     	
Vardas657      Pavarde657     8     	9     	1     	1     	3     	10    	6     	10    	7     	9     	2     	6     	4     	9     	3     	4     	
Vardas658      Pavarde658     4     	7     	7     	2     	10    	6     	4     	10    	2     	10    	1     	7     	1     	9     	6     	1     	
Vardas659      Pavarde659     5     	7     	5     	3     	6     	3     	7     	4     	8     	10    	8     	8     	4     	5     	9     	6     	
Vardas660      Pavarde660     2     	2     	10    	6     	9     	10    	3     	1     	8     	8     	5     	1     	8     	9     	10    	1     	
Vardas661      Pavarde661     2     	2     	10    	8     	3     	1     	4     	8     	2     	7     	8     	5     	2     	10    	1     	2     	
Vardas662      Pavarde662     8     	4     	9     	7     	10    	8     	5     	6     	5     	7     	9     	8     	10    	7     	6     	2     	
Vardas663      Pavarde663     10    	5     	1     	8     	8     	3     	3     	4     	7     	1     	3     	6     	10    	5     	7     	9     	
Vardas664      Pavarde664     4     	3     	5     	9     	4     	8     	9     	6     	1     	6     	8     	5     	2     	8     	7     	2     	
Vardas665      Pavarde665     8     	6     	4     	9     	7     	3     	9     	10    	7     	6     	10    	10    	10    	6     	2     	4     	
Vardas666      Pavarde666     5     	8     	2     	2     	5     	1     	3     	5     	10    	8     	9     	7     	7     	9     	1     	5     	
Vardas667      Pavarde667     7     	8     	3     	1     	1     	4     	7     	4     	10    	8     	6     	9     	4     	3     	7     	9     	
Vardas668      Pavarde668     7     	5     	1     	4     	9     	2     	9     	3     	6     	9     	10    	9     	8     	7     	9     	4     	
Vardas669      Pavarde669     3     	5     	10    	9     	7     	10    	3     	6     	8     	9     	3     	5     	6     	3     	3     	7     	
Vardas670      Pavarde670     6     	4     	7     	7     	10    	2     	1     	6     	8     	8     	7     	4     	4     	5     	4     	5     	
Vardas671      Pavarde671     10    	5     	8     	2     	4     	1     	2     	8     	2     	1     	4     	10    	1     	5     	1     	7     	
